movie_id,user_id,rating_val,review_text
the-idea-of-you-2024,bbanks2121,6,Leandro Trossard (born 4 December 1994) is a Belgian professional footballer who plays as a forward or left winger for Premier League club Arsenal and the Belgium national team.
teenage-mutant-ninja-turtles-ii-the-secret-of-the-ooze,bbanks2121,4,One of the better films to suddenly become a Vanilla Ice music video for a few minutes.
challengers,bbanks2121,8,I wish my life was told out of chronological order. I feel like it would be way more exciting. I’m going to be so obnoxious any time I see tennis on tv now. “It’s like in that movie Challengers!”
laroy-texas,bbanks2121,6,"John Magaro can't catch a break with his love life, can he?"
hundreds-of-beavers,bbanks2121,6,🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫🦫
problemista,bbanks2121,6,Bank of America cathing stays! Won't someone think of the shareholders?
sometimes-i-think-about-dying-2023,bbanks2121,6,"Wait, can you really boil spaghetti in a pan that shallow? There’s no way, right?"
basic,bbanks2121,6,"""I want a lawyer.""*gets hit with a phonebook""Ok, I'll talk.""???"
robot-dreams,bbanks2121,6,God this thing is so beautiful to look at it. Just wish the distribution didn’t get so messed up state-side.
immaculate-2024,bbanks2121,6,"You know, come to think of it, I’ve never seen a nun in the maternity store."
rollerball-2002,bbanks2121,2,"At one point in my life I would have told you that P.O.D. was the greatest band of all time. What I'm trying to say is, kids are dumb."
civil-war-2024,bbanks2121,6,Stephen McKinley Henderson is the only one who can save the Fast & Furious franchise.
heretic-2024,jackdignan,7,"Horror that deconstructs religion and religious ideologies is extremely my shit. Hugh Grant delivers one of my favourite performances this year in this. Honestly, it’s not that I wasn’t into the second half, but the first half of this movie essentially being an extended Hugh Grant monologue was the most unnerving, suspenseful and captivating part of the whole film. Scarier than most horrors without ever giving you a real scare. Second half is still a lot of fun, but for…"
wicked-2024,jackdignan,8,"“The best way to bring folks together is to give them a real good enemy.”Magical. Completely captures the wonder of the Wizard of Oz while injecting it with its own unique energy and world building. I’ve never seen the stage show and I’ve no idea how this amount of story gets covered in just over an hour. Fantastic songs, production design, costumes, and performances. Ariana Grande is legit amazing in this. If Ryan Gosling as Ken can get an…"
gladiator-ii,jackdignan,8,"Gladiator II won me over almost right away. A tightly woven, intricately detailed fight for power through the opposing forces of brutality and manipulation. Denzel is such a force of nature. Loved his character. Loved his story. Pedro’s Pascal is also pretty great. The triangulating power play and revenge story between the three central figures is as such a welcomed direction after fears that this would just be a rehash of the first. Similarities stop for the most part after…"
conclave,jackdignan,8,"I thought this was based on a true story until one of the cardinals pulled out a vape. Great movie. Taut, thrilling, melodramatic, and a little bit silly in all the best ways. Ralph Fiennes is coming for that long overdue Oscar."
saturday-night-2024,jackdignan,7,"Did people really find young Chevy Chase hot? How accurate is this movie? The 70s were wild. I really liked the style and energy of this - great craftsmanship and score - but also it kinda feels like an SNL parody itself at times except without the humour. Should’ve been way funnier. But hey, I love these types of stories so I enjoyed it. Gabriel LaBelle is gonna be a NAME soon. Between this and The Fabelmans he’s crushing it. Let’s put the dude in everything."
memoir-of-a-snail,jackdignan,8,"Love love love. Beautiful, heart wrenching, moving, meaningful, funny and unlike anything else. So many adjectives for such a lovely, sad, special little Australian movie. Absolutely broke me and built me back together again all in the span of 90 gorgeously handcrafted minutes."
sing-sing-2023,jackdignan,9,"Astounding and beautiful. An absolute must see. Gorgeous visuals, rhythm and score. Colman Domingo is incredible - one of if not the best performance of the year, but oh man I was floored when the credits revealed how many actors were playing themselves. So so wonderful."
smile-2-2024,jackdignan,7,"“Think of the tour!”Didn’t anticipate Voss water getting such prominent screentime in this, but these films are so fun. They’re so expertly crafted, with such visual control and genuinely unnerving sound design. Even the credits… Jesus. Gorier and meaner than the first, although maybe more meat on the bones than that film had too (and more meat to tear straight off!). Naomi Scott is great! Ending I’ve got mixed feelings on, but at the same time… lol nice. I’d watch more of these."
the-apprentice-2024,jackdignan,7,"The Apprentice runs heads first into the un-winnable task of making a Donald Trump biopic with a sprawling, decades spanning origin of evil. Sebastian Stan does the impossible with his Trump performance. He’s never doing an impression or a caricature, and he humanises without sympathising. While his performance never falters, the first half dealing with Trump’s rise plays a lot stronger, whereas the second half takes on an admirably unique stylistic turn that I felt didn’t quite work and gets…"
anora,jackdignan,8,"Sean Baker’s crazy and chaotic deconstruction of the fairy tale Cinderella fantasy. I had to sleep on this before putting together my thoughts because Anora takes its time unravelling its true intentions and ends with a slap to the face. A lot more mature and anxiety inducing than expected, with prior comparisons to Uncut Gems very apt, but it’s still dazzling, funny and beautiful in all the ways you’ve come to expect from Sean Baker and also a few ways…"
terrifier-3,jackdignan,6,"Fuck me gently with a chainsaw! Not to get hyperbolic, but David Howard Thornton’s performance as Art the Clown might genuinely be one of the best purely physical horror performances this side of the silent era. He makes these films worth watching, even when they get caught up in their own convoluted world building and stretched out plots. Lauren LaVera is great too, but gets a little less to do here. Still - the set pieces are vicious, nasty and…"
joker-folie-a-deux,jackdignan,4,“I don’t think we’re giving the people what they want.”So true.
hot-frosty,em21,3,They can’t be transforming Mr. frosty in the first 5 min like that. They just can’t.
we-live-in-time,em21,6,Torture porn for this purposefully child-free woman!
rumours-2024,em21,7,"What a fun concept for a satire. The dialogue and behaviors really got me chuckling at times, especially from the French president. Unfortunately it loses the thread in the last act."
megalopolis-2024,em21,7,"Adam Driver plays a man who’s part wannabe Shakespearean actor, part mad genius, part hellish developer. He belongs to a family that has Godfather-like palace intrigue drama going on and they live in a Roman Empire society in modern day Manhattan. And somehow… I was entertained? Pure nonsensical bewilderment mistaken as joy, perhaps."
lessons-of-darkness,em21,9,"What an unbelievable landscape born out of violence, captured by sparkling cinematography. A sci-fi world that existed in reality."
the-outrun,em21,7,"A raw, not too melodramatic struggle-with-sobriety story speckled with moments of beautiful audiovisual poetry. Saoirse shines as always."
nosferatu-the-vampyre,em21,6,Somehow Herzog’s least crazy film is the one that’s most fantastical. Perhaps being an adapted work leaves little room for the pure madness that comes out of his mind and inhabits Kinski’s body.
beetlejuice-beetlejuice,em21,7,The afterlife sets and special effects made me so happy! Brought me right back to the first movie. More fun than I could’ve hoped for.
fatal-attraction,em21,8,Glenn Close goes from extremely charismatic to unpredictably frightening in the best performance I’ve seen from her. Loved the camerawork also.
how-much-wood-would-a-woodchuck-chuck,em21,7,"Some of these auctioneers speak like a banjo. If I ever rewatch, I’m rating each contestant."
thelma-2024,em21,8,Some movies make you miss your grandma and cry. This one makes you miss your grandma and laugh.
a-quiet-place-day-one,em21,7,Are we to believe there really had to be a whole journey to find meds when there’s a CVS every 2 blocks in Manhattan?
gladiator-2000,worm_gorl,8,The original Barbie for men
fungi-the-web-of-life,worm_gorl,8,epic
surfs-up,worm_gorl,8,What I gotta do to get in the hot tub with the chicken
revenge-2017,worm_gorl,8,um FUCK
gladiator-ii,worm_gorl,8,the he / hims are onto something .. that was epic
saturday-night-2024,worm_gorl,4,This is exactly what it’s like doing Arts Revue at the University of Sydney
wimbledon,worm_gorl,7,he/him bend it like beckham
enter-the-void,worm_gorl,9,no words I am void
decision-to-leave,worm_gorl,8,brilliant
death-becomes-her,worm_gorl,9,Epic as hell
chimp-crazy,worm_gorl,8,why they gotta kiss the chimps on the lips tho?
from-here-to-eternity,worm_gorl,6,Smoochie on the beach
a-real-pain,britbuffguy,6,"Eisenberg and Culkin are cousins that take a vacation to honor their recently deceased Grandmother. They take a sightseeing tour for the first few days of a week and then on the final day, go off to honor her by visiting her old home she had before immigrating to America. Some of this movie was humorous, but then Culkin can be such a dickhead in other elements, I felt bad that Eisenberg was stuck on this trip with him. A…"
cruel-intentions,britbuffguy,7,"Man, everyone in the cast here look like babies, but it was 25 years ago now. I haven't seen this one in ages. This is almost like a cast from a late 90s horror film, only in a drama instead. Phillipe wants to have sex with Geller in the worst way. Sadly, their parents wed some time ago, so they are now siblings, but still seem open to having sex. Ew. They make a bet that they can have sex…"
gladiator-ii,britbuffguy,5,"I wasn't a huge fan of the first GLADIATOR film, having only seen it opening weekend 24 years ago. I was going to rewatch it in a few months and then rent this from the library at the same time. I saw WICKED last week and wanted to see it again, so just decided to do a GLICKED pairing on my day off, so saw this not really remembering that first film. This one was kind of a dry film…"
trap-2024,britbuffguy,5,"I had heard a lot of bad things about this one and mostly, I think they are true. Hartnett is a father taking his daughter to a concert, where he notices a lot of police presence. Turns out the law have a good idea a local serial killer is at the concert, and Hartnett turns out to be that killer. The set up here is all fine, but once Hartnett figures out what is going on, he instantly starts pushing…"
mister-lonely,britbuffguy,6,"I think I only know this director from SPRINGBREAKERS, which I have been trying to watch again to give it a second chance. My library actually just got a copy of the Blu-Ray of this, so despite it coming out years and years ago, just now hearing about it. It was a bit of a weird film, where Luna plays a Michael Jackson impersonator. He spends his days dancing on the streets for change. One day he meets an impersonator…"
stopmotion,britbuffguy,5,"A young woman works on a Stop motion film with her vocally abusive mother, until that mother has a stroke and is put in a hospital. The woman decides to keep making the movie alone. After that set up this one just got so damn weird and artsy. I will say the stop motion stuff was pretty impressive, but I didn't understand anything going on. Was it all in her head, was it all the movie or was all this…"
maxxxine,britbuffguy,7,"While I felt X was a decent film, I also didn't think it deserved all the hype it got. And I straight up hated PEARL. This was the best of the three films, and since it's an actual sequel to X, that probably helped. I will say that despite a few callbacks to that first film, there aren't any real connections. I kind of thought the secret killer was going to be someone in regard to the events in X.…"
kinds-of-kindness,britbuffguy,6,"Was kind of interested in this one back in the summer when it came out, but it was in and out of my theater in what seemed like a week at best. Plus, that run time kind of scared me off, but I did enjoy POOR THINGS a decent amount last year. This one had a few cast members from that film, but besides that, I had no idea what this one was about. It turns out its three different…"
bombshell-the-hedy-lamarr-story,britbuffguy,7,"This was a solid watch as I had heard of Hedy Lamarr before, but never actually seen any of her work. It looks like the only film logged with her in it I've seen was one of those THAT'S ENTERTAINMENT movies, but those were just dance scenes from older films. I did pick a few my library had to take in a few of her bigger known films sometime soon in the future. You find out here that she was…"
k2,britbuffguy,5,"I always remember seeing the trailer for this on so many things we rented around the time, but we never actually rented the film. Finally seeing it now. It was kind of a basic mountain climbing film to be honest. We really only get to know the leading guys, Biehn and Craven, and even with just those two, we only get a personal life aspect from Craven. Biehn just comes off as a cocky mountain climber and we really don't…"
william-shatner-you-can-call-me-bill,britbuffguy,5,"The first half of this one was okay, but it tries to go far too deep in the second half and all the serious tones didn't make it very watchable.Most of this is just random clips of acting roles Shatner has had, and then him telling random stories. There really wasn't an overall narrative or anything, and then when he gets to the end when he's going on about nature and space, I got really bored with this. The movie itself ends with a very long shot of a random tree. Boring."
national-anthem-2023,britbuffguy,7,"Story follows a young man working construction who only finds a joy in life when he starts hanging out with a bunch of transgender people. There is a subplot of him falling for one of them, who is taken by the guy that runs the house they all live in. Sometimes the attend rodeos, sometimes they do drag shows. There really isn't much of a story here to be honest, but it was also a very entertaining watch. I just…"
riddle-of-fire,britbuffguy,6,"This was one of those odd films where some kids find their mom feeling pretty sick, so they set off to get her a blueberry pie from a local bakery, who is out, but they are given the directions how to make one and gather up all the things to make it but eggs.While trying to grab the last carton of eggs, a biker looking guy takes them from the kids. What follows is the kids trying to get…"
the-mouse-trap,britbuffguy,1,"So, as with that awful Winnie The Pooh horror movie, the original rights to Mickey Mouse in his STEAMBOAT WILLIE phase expired, so some clown decided to make a cheap horror film based on that look. And they show the actual cartoon a few times to remind you what this is based on.A random guy just one day puts on his Mickey Mouse mask and goes out to kill people, finding a small group in a local arcade celebrating…"
boneyard-2024,britbuffguy,3,"Guessing now that Bruce Willis is out of these movies that seem to be released every few weeks, Mel Gibson now gets that part?I swear I've seen 50 Cent in a hundred of these same plot films now. This one involves the cops finding an area dubbed the 'Boneyard,' where someone has killed and buried eleven women and one baby. There's a clear rapist in the area, as the dude freaks out whenever he sees a woman in his…"
desperado,britbuffguy,7,"Always kind of enjoyed this one, but this time watching it again, it does seem rather cheesy at times. I also know this is a sequel of sorts, but I never really got into that first movie, as I only saw it once and a lot later than I should have, so I kind of just like this one. The third film is okay, I think I actually own it, but have only seen it a few times. This one…"
indigo-girls-its-only-life-after-all,britbuffguy,4,"I can't say I could tell you a single song made by the Indigo Girls, but I've always known of them in my adult years. I knew enough that their music probably wouldn't be for me, and what I heard in this film, I think my long-standing belief was true. I also am not a fan of these music documentaries that aren't so much a history of the band or artist, but more a snapshot of the life of what…"
wicked-2024,britbuffguy,8,"I'll just state up front that I have never seen the musical, never read the book but I watched THE WIZARD OF OZ countless times as a kid and I own a copy of it in my personal collection. I even enjoyed that prequel Disney put out some time ago. So, this one is more a prequel to events in THE WIZARD OF OZ. A lot of characters we will see in that story are here, but in the early…"
close-to-you-2023,britbuffguy,4,"To be totally honest, this was the first time that Page was now Elliot, no longer Ellen. And he is basically playing himself, as a girl that has transitioned to a man, and is going back to meet the family after some time away. Page comes off as a dick in some scenes, as maybe stuff happened, we are never given any information about, but he seems to blow up on his family real easy like. When not doing the…"
daddio-2023,britbuffguy,6,"Where the F can you have that long a taxi ride for only $59? That part alone kind of took me out of the ending of this film. Yes, it's a very talky film where Penn is a taxi driver and Johnson is his customer. They talk and talk and talk...get stuck in traffic, she gets a dick pic, she sends out a boob pic...which are clearly not hers...and then there's silence and then they talk. So, there's little plot.…"
harold-and-the-purple-crayon-2024,britbuffguy,5,"I didn't really have anything against Levi, not my cup of tea as an actor, but now knowing he's a MAGA-douche, it makes it easier to find him annoying. He does need to stop playing these dorky characters though. He's basically just playing Shazam, only no real superpowers. Here, he has a cartoon he can draw with and turn those quick drawings into real things. Like, someone has a flat tire, so he draws a new tire for them to…"
rally-road-racers,britbuffguy,5,"This was one of those lesser animated films, so it never looks as good as it probably should. Pretty much the underdog vs the big bad guy kind of movie. A lot of racing action. There is a romance subplot between the lead character and one that works for the bad guy. Everything here is pretty cliched city.Some nice use of songs and I liked Bennet as the voice of the love interest. Just nothing really special about this one."
passed-away,britbuffguy,6,"I mean, just look at that cast. It's a very loaded cast and a simple story.Sadly, for Jack Warden, his character dies pretty early, and his funeral is the setting for this story, as his family gathers, and drama ensures. While Hoskins, and his slight affair with Nancy Travis, gets a decent subplot, I think they had such a great cast they didn't give any of the others anything solid to do. McDormand doesn't even show up until way…"
a-cats-life-2023,britbuffguy,5,"This one was in French I think, but Hoopla had a dubbed version in English. Of course, the mouths never much matched up, so that was a bit annoying. A little girl finds an attic of kittens and keeps one for herself. This cat seems to just want to run away at all times. It nearly does in the city and then when the girl's family goes out to their cottage in the sticks, it runs away again. Why the…"
free-time-2023,britbuffguy,4,"I am not sure had the lead been more likable that this story would be any more entertaining, but the fact they made Burgess so annoying, it made me very annoyed watching this one. Film opens with Burgess quitting his job and not really having any idea what to do in life. Dude doesn't seem to have much money, nor care he doesn't have any coming back in. He just kind of loafs through life, even leads a bunch of…"
space-the-longest-goodbye,britbuffguy,5,"A documentary about the way space travel can take a toll on the people that sign up to do it. We see not just the emotional toll, but how it can affect their bodies as well. I had watched at least the movie THE 33, and I think I watched a documentary as well on that big 2010 Chilean mining accident, but had no idea that NASA helped get all those workers out. Near the end they talk about what…"
fresh-kills,britbuffguy,6,"We've seen tons of films about a man getting into the mob and how that effects his work life and his family life, where this film just focuses on the family life aspect, mostly from the daughter's lives. Esposito is the mother and she's in this a decent amount, but I can also say that her role is never part of the main story of the daughter's lives. We watch them go from young kids to teenagers and then to…"
late-bloomers-2023,britbuffguy,5,"I usually like Gillan in films I see her in, but she was kind of unlikable here as a woman going through a breakup she really cannot get over. The film opens with her sneaking in party at her ex's apartment, only to find he moved out and when she pays him a visit, she ends up falling and breaking her hip. While in the hospital, she's roomed with a cranky old woman, who after both being released, she ends…"
escape-from-germany,britbuffguy,5,"Was about the fact that there 80-some American missionaries serving overseas in Germany and word came down that Hitler was starting war soon, so one young man goes around to attempt to get as many missionaries as possible out of the country before no one will be allowed to leave. The odd part of this movie is that it came to its natural conclusion yet still had another half hour of story after it. Another issue I had with this…"
the-devil-wears-prada,britbuffguy,8,"This is one of those movies I passed on in theaters as it just didn't look like something I'd enjoy, but I did rent it later and it really blew me away how much I liked it. I am not into fashion at all, so the world here is not something I had any interest in, but the cast is what did it for me. I will always be on team Hathaway and she's perfect here. Kind of the normal…"
anora,britbuffguy,5,"Been hearing a lot of good things about this one, and despite her almost always playing awful people, I find Mikey Madison pretty stunning as an actress. Here she plays a stripper, and I know it's rare in Hollywood, but she actually commits to it. She opens the film topless, and she actually feels like an actual stripper in this film. She's fine here. I see a lot of Oscar love being sent her way, but I don't think this…"
the-exorcism-of-emily-rose,britbuffguy,6,"Might only be the second time I've seen this one, as I blind bought the DVD back in the day and enjoyed it enough to go searching for a replacement Blu-Ray earlier this year. I will say that this movie is all about the performance of Jennifer Carpenter. Apparently, they claim most of what she was doing with her body was real, no effects used, so that makes it kind of impressive. You see her go from the stages of…"
the-girl-next-door-2004,britbuffguy,8,"A rare R-Rated sex comedy that doesn't resort to the dirty humor. I mean, it's mostly about the porn industry, while also taking place in a High School. Hirsch is just your average High School kid when he gets the hots for his new neighbor, Cuthbert, who turns out to be a port star who ran away from the industry for a normal life. Sadly, the porn industry follows her in the form of her ex, Olyphant. The dude is…"
meet-the-fockers,britbuffguy,8,"Pretty much on par with the original film, only we get far less Owen Wilson, but are gifted with Hoffman and Streisand as the Fockers. They could've had their own film, and it would've been fun watching them banter through it. The film is just basically spending more time with the ither four characters we met in the last film. Stiller and Polo still aren't married, but are pregnant, and trying to find the best time to tell all the…"
hairspray-2007,britbuffguy,7,"To be honest, this might only be the 2nd or 3rd time seeing this one. I do remember blind buying the DVD when it came out, as I did with most modern-day musicals.I still have yet to see the original film, but this one is a lot of fun. It also deals with mixing races back in the day, so not only are most of the songs catchy, it has a nice story to tell as well. Blonsky is…"
conclave,britbuffguy,7,"Wasn't going to see this one in theaters, but heard so many good things, and with the Chicago Bears being so awful, I skipped football today and saw a few movies. I have always been upfront that I'm not into religion at all, so while I knew the basics of when a Pope is chosen, there's the different colored smoke when they do or don't decide on the next Pope, this movie shows the process of all the chosen Priests…"
glitter-doom,britbuffguy,5,"A modern-day musical that I believe was an original idea. You have these two gay guys in Glitter, a guy that does magic and wants to work in the arts, and Doom, a wannabe singer/performer. They meet at one point, hang out a lot and their relationship grow as they both find their ways to succeed in their passions. A few of the songs were actually pretty catchy. The biggest issue I had here is that a gay romance story…"
titanic-1997,britbuffguy,6,"This was my fourth rewatch of a movie I disliked back in the 90s, and this was, so far, the only one I budged some on. I liked most of the stuff in the present day with the Paxton character, and then trying to find this valuable necklace. Great underwater footage of the ship as it sits at the bottom of the ocean. I just hated the cheesy way the film ends with her just throwing it away. That alone…"
out-of-darkness-2022,britbuffguy,4,"Should note that every listing I found for this said it was in English, it's not, if that matters.This is about a small tribe of people in the Stone Age fighting off some unseen beast that begins to pick them off, one by one. It's a really dark movie, probably to hide the beast from most of the film, so it plays with shadows. You hear it, you just don't see it until the final twenty minutes or so.…"
time-is-up,britbuffguy,4,"So, I went to watch something off my 2024 Watchlist called GAME OF LOVE, and I noticed here that it was actually a sequel to this movie. So, I delayed that movie and watched this instead. This really reminded me of that lame AFTER series, where you have the pretty, but confused, leading lady, Thorne, who seemingly has the perfect life, but once the tattooed guy that lives in a trailer comes around, it's magic!Mascolo is that guy despite…"
tim-2023,britbuffguy,5,"Kind of like M3GAN, only the robot is a creepy grown man. But the robot wants the wife and begins to work her to get the husband out of the picture so he can have her all to himself. Farren is creepy as all hell. He just looks like a creeper, so unsure why they would model a series of robots after him to be honest. I have liked Campbell in everything I've seen her in, and she is solid…"
what-rhymes-with-reason,britbuffguy,4,"I see this listed as faith based in reviews below, but I didn't think it had much to do with faith at all. You have these six teenagers who do too many social media posts, so the film basically opens like a TV spot aimed at tweeners, and then the parents of one kid are killed.So, they all go on some adventure in the outdoors, where they mostly just fight, and then they end up at a dance. I…"
the-bikeriders,britbuffguy,5,"The trailer I saw a few times for this let me think it would be kind of a boring film, but it did get decent reviews, so I kind of went in hoping for something good. It was mostly boring. I am not into this culture at all, but growing up, one of my uncle's was in a biker gang. He was murdered by a member of the Hell's Angels, I crap you not. It even made one of those…"
horizon-an-american-saga-chapter-1,britbuffguy,6,"Finally got to take this one in. I was 50/50 seeing this in theaters, but the three-hour run time made me wait for a library rental. Now, with Part 2 delayed and the fates of the 3rd and 4th films also unknown, who knows when I finally, if ever, see this whole series. While this film dragged on a few times and there really wasn't a main storyline, this film kind of flew by for me. It opens with an…"
sorority-boys,britbuffguy,7,"I mean, you kind of have to go with this one, as maybe Watson could pass for a woman, but the other two not even close. Watson, Rosenbaum and Williams are three frat guys that find themselves thrown out of the frat for stealing its money. To prove it wasn't them, they dress up as girls and try to sneak back in, only to be thrown out again. A nearby sorority offers them a home so they stay there until…"
stars-at-noon,britbuffguy,5,"I was talking to a friend before I watched this and we joked that Qualley always seems to get naked, so while I knew nothing about the plot of this one going in, I said she probably gets naked. And she does. Within the opening minutes even. If that matters to you. The plot here is Qualley meeting Alwyn, and they fall for each other, but he is not what he seems, and other forces try to block them from…"
the-lair-2022,britbuffguy,5,"Pretty basic action/horror film where a downed pilot stumbles onto a bunker that had some sort of experiments happening, and these monsters get released and follow her scent to a nearby military base she is taken to. Basically, it becomes military guys fighting monsters. The monsters have some decent practical effects going for them, but all the action scenes just feel like something out of a B movie. Kirk is fine as the sexy and badass leading lady, but the only marine that stood out was Barber, and it was due to his awful acting. It's an okay watch just rather generic."
the-witches,britbuffguy,9,"I have always enjoyed this one and its long been on my rebuy list, and I actually found it at a secondhand store quite cheap, considering it's a Warner Archive Blu-Ray. I saw this one back on cable, maybe HBO, back in the day and always thought it was a great story. I never read the book, but I have always heard it had a less happy ending, which they did film, but it's never been seen. Basic story of…"
the-comey-rule,britbuffguy,8,"I think this is a must watch for anyone that dabbles in politics. I myself had come to believe that James Comey was some Republican stooge that basically gave the election to Donald Trump in 2016. While his actions probably helped, this film gives us his side of things. It's a miniseries of two parts. The first part was the buildup to the 2016 election. If you know politics at all, most of these names will be known to you…"
the-ark-and-the-darkness,britbuffguy,2,"I'm not going to lie, but I pretty much checked out of this one pretty early and just had it on in the background as I did dishes and some other cleaning. I still listened to it and had the TV in range to look up and watch for the most part, but it wasn't totally focused. For starters, this is crazy boring. Remember those awful videos they'd make us watch back in school that the narrator would have this…"
big-boys-2023,britbuffguy,6,"I think I added this to the library rentals for Dora Madison, as I liked her performance in another film, I watched last month.Here, Madison and three other guys go out on a camping trip. Her younger cousin in this very awkward, gay guy, that seems to have developed a crush on her boyfriend. To be honest, nothing much happens but a basic camping trip. The two younger guys go off to a side party to get some girls at one point, but it's a lot of just sitting around and talking. It was okay, but nothing I'll remember in another week."
the-grab,britbuffguy,6,"The content of this one was a big scary, as while half of America refuses to do anything about climate change, it seems like the rest of the world is already putting things in place regards to food and water. You have China owning a decent amount of American pork, Russia tying up cattle and water from around the world. But you have a lot of other major countries buying up resources for the day when they could become scarce.…"
dragonkeeper,britbuffguy,7,"A foreign animated film, so there can be moments where the animation isn't as strong as a Pixar film, I noticed it mostly around the mouths at times, but it wasn't too distracting, and the story here made for an entertaining enough film. You have this little girl that discovers she has the ability to be a protector of a dragon, as she is tasked with taking a dragon egg to a special pool of water. Of course, there are…"
five-days-one-summer,britbuffguy,4,"The plot of this one kind of makes you feel gross.Connery and a younger woman are on a vacation together, and while most of the people in the area seem to think their relationship is odd, they seem like they care for each other. We later find out that Connery's wife is back home, and he's having a vacation away with his side piece, who also happens to be his niece. Ew. She wasn't underage or anything, but clearly…"
the-fabulous-four,britbuffguy,5,"This is one of those films where they take four older actresses and throw them in a pretty routine story and let shenanigans happen. Midler is getting married, and she invites her oldest three friends to be her bridesmaids. She has beef with Sarandon, as she was thought to have stolen Sarandon's first love.Of course, there's a subplot where Sarandon might just get a man stolen again, in a way, so there's more drama. Mullally is almost forgotten after…"
mothers-instinct-2024,britbuffguy,7,"I don't remember this one hitting theaters, but I also don't see it on any streaming service, so I'm confused how it was released. I do remember hearing about it, because I love both leading actresses. Hathaway and Chastain both have good lives and they both live next to each other. They both have one son each, who are also friends. One day, Hathaway's son falls to his death. Chastain saw the accident but couldn't do anything to prevent it.…"
firecracker-2024,britbuffguy,5,"The poster made this one seem like it was going to be a big action film, but it was really a smaller feeling film. In fact, it opens with a couple looking at a home for sale and I was like, what is going on here, but then it's shown that Potts and Anderson are not a couple, but just working together to find and break into a safe inside the house. Sheridan, the one showing the home, becomes their…"
to-the-end-2022,britbuffguy,6,"A documentary on a group of younger people trying to get the word of Climate Change out. I think it was odd that we start with one of these younger people, but we really don't get a sense of who any of them are. Like I would've liked the film to give them more personality. At one point, the film begins to focus more so on Ocasio-Cortez, who she is my political crush, so no complaints here, but I felt…"
the-beast-within-2024,britbuffguy,4,"So, was this a werewolf movie or not? I'm guessing not. It does pretend to be one until the very end, and then we see scenes to suggest Harrington is more a wife beater. But the movie takes forever and a day to get there. I started this on around 10am, and four hours later, I'm finally finishing it. Harrington himself is barely in this. Even when the movie pretends to be a werewolf film, it's mostly sounds and shadows…"
elena-and-the-secret-of-avalor,britbuffguy,4,"The final trio of Jenna Ortega films, and she was really not in this at all. It mostly deals with a little girl with special powers, that frees a princess who was trapped in an amulet, who then work together to free that Princess' family trapped in a painting. The little girl in the painting is Ortega, and she only speaks a few times near the end of the film. This was only an hour yet felt far longer. The…"
after-words,britbuffguy,4,"Another early film from Ms. Ortega, but she's barely in this. She is adorable here and you can see the seeds of how she could steal a movie away but she's only in a few scenes. Most of the film deals with Harden, who loses her job and needs to find herself, so she runs away to Costa Rica and finds Jaenada, who is a tour guide by day, a gigolo by night. They hang out some and kind of…"
the-little-rascals-save-the-day,britbuffguy,5,"So, after my trio of Winona Ryder films watched, I have a trio from Jenna Ortega coming. Now, I have either seen all her modern stuff, a few are on Netflix...which I don't have, so the library just had older films when she was pretty young. My only experience with The Little Rascals was the 1994 film, which I really enjoyed, so everything I know about these characters is from that film. Ortega plays a character I don't recall in…"
wicked-little-letters,britbuffguy,7,"Pretty solid title here, as someone in this small community is leaving wicked, little letters at people's homes, where they call them nasty things. Everyone blames Buckley, she even goes to jail for a time for the...crime? And who could hate Buckley, she's adorable and the best thing in this community. I felt it was pretty obvious who really was writing the notes, which we do find out about halfway in the story, so we are left with the characters…"
despicable-me-4,britbuffguy,7,"On the one hand, this one flies by, but on the other hand, this suffers from them trying to cram so much into 90 minutes. Ferrell is the new villain, this guy that loathes Carell(Gru) and one that can turn himself into a cockroach. He breaks out of jail, and Gru and the family are sent to a safe home. Once again, most of the minions get their own side plot as they are all sent to work with the…"
